Volcano Number,Volcano Name,Eruption Number,Eruption Category,Area of Activity,VEI,VEI Modifier,Start Year Modifier,Start Year,Start Year Uncertainty,Start Month,Start Day Modifier,Start Day,Start Day Uncertainty,Evidence Method (dating),End Year Modifier,End Year,End Year Uncertainty,End Month,End Day Modifier,End Day,End Day Uncertainty,Latitude,Longitude
312070,Veniaminof,20157,Uncertain Eruption,,2,,,1830,,0,,0,,,,1838,,0,,0,,56.17,-159.38
311060,Semisopochnoi,19569,Uncertain Eruption,Cerberus,,,,1830,,0,,0,,,,,,,,,,51.93,179.58
282020,Io-Torishima,16914,Confirmed Eruption,,1,?,,1829,,12,,1,,Historical Observations,,1829,,12,,16,,27.881,128.223
263310,Tengger Caldera,16021,Confirmed Eruption,Bromo,2,,,1829,,11,,5,,Historical Observations,,1829,,11,,11,,-7.942,112.95
282110,Asosan,17277,Confirmed Eruption,Naka-dake,2,,,1829,,6,,0,,Historical Observations,,,,,,,,32.884,131.104
263090,Tangkuban Parahu,15669,Confirmed Eruption,Kawah Ratu and Kawah Domas,2,,,1829,,4,,1,,Historical Observations,,1829,,4,?,4,,-6.77,107.6
266100,Lokon-Empung,16443,Confirmed Eruption,Tompaluan,2,,,1829,,3,,0,,Historical Observations,,,,,,,,1.358,124.792
263300,Semeru,15964,Confirmed Eruption,,2,,,1829,,2,,0,,Historical Observations,,,,,,,,-8.108,112.922
263320,Lamongan,16070,Confirmed Eruption,,2,,,1829,,1,,0,,Historical Observations,,1829,,2,,0,,-7.981,113.341
263130,Guntur,15702,Confirmed Eruption,,2,,,1829,,0,,0,,Historical Observations,,,,,,,,-7.143,107.84
261120,Sorikmarapi,15406,Confirmed Eruption,,2,,?,1829,,0,,0,,Historical Observations,,,,,,,,0.686,99.539
311080,Tanaga,19696,Confirmed Eruption,,,,,1829,,0,,0,,Historical Observations,,,,,,,,51.885,-178.146
311161,Korovin,19752,Uncertain Eruption,,,,,1829,,0,,0,,,,1830,,0,,0,,52.381,-174.166
311120,Great Sitkin,19731,Uncertain Eruption,,,,,1829,,0,,0,,,,,,,,,,52.076,-176.13
311110,Kanaga,19716,Uncertain Eruption,,,,,1829,,0,,0,,,,,,,,,,51.923,-177.168
263250,Merapi,15868,Confirmed Eruption,,2,,,1828,,12,,18,,Historical Observations,,1828,,12,,19,,-7.54,110.446
282110,Asosan,17276,Confirmed Eruption,Naka-dake,2,,,1828,,6,,0,,Historical Observations,,,,,,,,32.884,131.104
263130,Guntur,15701,Confirmed Eruption,,2,,,1828,,5,,14,,Historical Observations,,1828,,7,,8,,-7.143,107.84
311120,Great Sitkin,19730,Uncertain Eruption,,,,,1828,,0,,0,,,,,,,,,,52.076,-176.13
311130,Kasatochi,19743,Uncertain Eruption,,,,,1828,,0,,0,,,,,,,,,,52.177,-175.508
311070,Gareloi,19678,Uncertain Eruption,,2,?,,1828,,0,,0,,,,1829,,0,,0,,51.79,-178.794
311050,Little Sitkin,19669,Confirmed Eruption,Summit and west flank,,,,1828,,0,,0,,Historical Observations,,1830,,0,,0,,51.95,178.543
311230,Carlisle,19798,Confirmed Eruption,,,,,1828,,0,,0,,Historical Observations,,,,,,,,52.894,-170.054
311320,Akutan,19999,Uncertain Eruption,,,,,1828,,0,,0,,,,,,,,,,54.134,-165.986
282110,Asosan,17275,Confirmed Eruption,Naka-dake,2,,,1827,,11,,12,,Historical Observations,,1828,,1,,0,,32.884,131.104
273030,Mayon,13606,Confirmed Eruption,,2,,,1827,,6,,27,,Historical Observations,,1828,,2,,28,,13.257,123.685
263130,Guntur,15700,Confirmed Eruption,,2,,,1827,,5,,13,,Historical Observations,,,,,,,,-7.143,107.84
282110,Asosan,17274,Confirmed Eruption,Naka-dake,2,,,1827,,5,,0,,Historical Observations,,,,,,,,32.884,131.104
311340,Westdahl,20042,Confirmed Eruption,Pogromni or (more likely) Westdahl,2,,,1827,,0,,0,,Historical Observations,,1830,,0,,0,,54.516,-164.65
311360,Shishaldin,20061,Confirmed Eruption,,2,,,1827,,0,,0,,Historical Observations,,1829,,0,,0,,54.756,-163.97
311180,Seguam,19775,Uncertain Eruption,,,,,1827,,0,,0,,,,,,,,,,52.315,-172.51
311310,Makushin,10443,Uncertain Eruption,,2,?,,1827,,0,,0,,,,1838,,0,,0,,53.891,-166.923
311130,Kasatochi,19742,Uncertain Eruption,,,,,1827,,0,,0,,,,,,,,,,52.177,-175.508
311110,Kanaga,19715,Uncertain Eruption,,,,,1827,,0,,0,,,,,,,,,,51.923,-177.168
284010,Izu-Oshima,18201,Uncertain Eruption,Mihara-yama,,,,1827,,0,,0,,,,,,,,,,34.724,139.394
271080,Camiguin,16716,Confirmed Eruption,Hibok-Hibok,2,,,1827,,0,,0,,Historical Observations,,,,,,,,9.203,124.673
311350,Fisher,20051,Confirmed Eruption,Mount Finch,3,,,1826,,10,,11,,Historical Observations,,1827,,1,?,0,,54.65,-164.43
263090,Tangkuban Parahu,15668,Confirmed Eruption,,2,,,1826,,10,,11,,Historical Observations,,1826,,10,,11,,-6.77,107.6
263200,Dieng Volcanic Complex,15774,Confirmed Eruption,Pakuwaja,2,,,1826,,10,,11,,Historical Observations,,1826,,10,,15,,-7.2,109.879
263280,Kelut,15944,Confirmed Eruption,,4,?,,1826,,10,,11,,Historical Observations,,1826,,10,,25,,-7.93,112.308
282110,Asosan,17273,Confirmed Eruption,Naka-dake,2,,,1826,,10,,3,,Historical Observations,,1826,,11,,22,,32.884,131.104
311310,Makushin,10442,Confirmed Eruption,,3,,,1826,,6,,0,,Historical Observations,,,,,,,,53.891,-166.923
311360,Shishaldin,20060,Confirmed Eruption,,0,,,1826,,0,,0,,Historical Observations,,,,,,,,54.756,-163.97
263320,Lamongan,16069,Confirmed Eruption,,2,,,1826,,0,,0,,Historical Observations,,,,,,,,-7.981,113.341
263310,Tengger Caldera,16020,Confirmed Eruption,Bromo,2,,,1825,,11,,5,,Historical Observations,,1825,,11,,8,,-7.942,112.95
263180,Slamet,15731,Confirmed Eruption,,2,,,1825,,10,,0,,Historical Observations,,,,,,,,-7.242,109.208
263130,Guntur,15699,Confirmed Eruption,,2,,,1825,,6,,14,,Historical Observations,,1825,,6,,15,,-7.143,107.84
311370,Isanotski,20103,Uncertain Eruption,,4,,,1825,,3,,10,,,,,,,,,,54.765,-163.723
312030,Pavlof,20114,Confirmed Eruption,,2,?,,1825,,0,,0,,Historical Observations,,,,,,,,55.417,-161.894
311360,Shishaldin,20059,Confirmed Eruption,NE flank (1300 m),2,,,1825,,0,,0,,Historical Observations,,,,,,,,54.756,-163.97
321030,Rainier,20495,Discredited Eruption,,,,?,1825,,0,,0,,,,,,,,,,46.853,-121.76
284170,Pagan,18506,Confirmed Eruption,North Pagan,2,?,,1825,5,0,,0,,Historical Observations,,,,,,,,18.13,145.8
263200,Dieng Volcanic Complex,13412,Confirmed Eruption,Pakuwaja,2,,,1825,,0,,0,,Historical Observations,,,,,,,,-7.2,109.879
263280,Kelut,15942,Confirmed Eruption,,2,,,1825,,0,,0,,Historical Observations,,,,,,,,-7.93,112.308
267020,Karangetang,16496,Confirmed Eruption,,2,,,1825,,0,,0,,Historical Observations,,,,,,,,2.781,125.407
265090,Banda Api,16414,Confirmed Eruption,,1,,?,1825,,0,,0,,Historical Observations,,1831,,0,,0,,-4.523,129.881
273070,Taal,16844,Confirmed Eruption,,2,,,1825,,0,,0,,Historical Observations,,,,,,,,14.002,120.993
255010,Balbi,15113,Uncertain Eruption,Crater B ?,,,,1825,25,0,,0,,,,,,,,,,-5.92,154.98
265090,Banda Api,16413,Confirmed Eruption,North side,2,,,1824,,4,,22,,Historical Observations,,1824,,6,,28,,-4.523,129.881
263320,Lamongan,16068,Confirmed Eruption,,2,,,1824,,1,?,1,,Historical Observations,,1824,,1,?,31,,-7.981,113.341
311360,Shishaldin,20058,Confirmed Eruption,,3,,,1824,,0,,0,,Historical Observations,,,,,,,,54.756,-163.97
311290,Okmok,19837,Confirmed Eruption,Cone B?,,,,1824,,0,,0,,Historical Observations,,1830,,0,,0,,53.43,-168.13
311210,Yunaska,19792,Confirmed Eruption,,3,,,1824,,0,,0,,Historical Observations,,,,,,,,52.643,-170.629
332010,Kilauea,10063,Confirmed Eruption,Halemaumau,0,,,1823,,8,<,0,,Historical Observations,,1894,,12,,6,,19.421,-155.287
332010,Kilauea,10062,Confirmed Eruption,"SW rift zone (Great Crack, 75-580 m)",0,,,1823,,2,,0,,Historical Observations,,1823,,7,,0,,19.421,-155.287
283240,Iwatesan,18067,Discredited Eruption,,,,,1823,,0,,0,,,,,,,,,,39.853,141.001
263310,Tengger Caldera,16019,Confirmed Eruption,Bromo,2,,,1822,,12,,28,,Historical Observations,,1823,,1,,5,4,-7.942,112.95
263250,Merapi,15867,Confirmed Eruption,,3,?,,1822,,12,,27,,Historical Observations,,1823,,4,,6,,-7.54,110.446
263140,Galunggung,15718,Confirmed Eruption,,5,,,1822,,10,,8,,Historical Observations,,1822,,12,,1,30,-7.25,108.058
261140,Marapi,15419,Confirmed Eruption,,2,,,1822,,7,,23,,Historical Observations,,1822,,7,,31,,-0.38,100.474
283190,Zaozan [Zaosan],17972,Confirmed Eruption,,,,,1822,,5,,1,,Historical Observations,,,,,,,,38.144,140.44
285030,Toya,18597,Confirmed Eruption,"Foot of Ko-Usu dome, Ogari-yama",4,,,1822,,3,,12,,Historical Observations,,1822,,9,,0,,42.544,140.839
282090,Kirishimayama,17140,Confirmed Eruption,Shinmoe-dake,2,,,1822,,1,,12,,Historical Observations,,,,,,,,31.934,130.862
284010,Izu-Oshima,18200,Confirmed Eruption,Mihara-yama,2,,,1822,,0,,0,,Historical Observations,,1824,,0,,0,,34.724,139.394
263320,Lamongan,16067,Confirmed Eruption,,2,,,1821,,12,,15,5,Historical Observations,,1822,,1,,5,,-7.981,113.341
268060,Gamalama,16623,Uncertain Eruption,,1,,,1821,,8,,22,,,,,,,,,,0.8,127.33
283220,Chokaisan,18032,Confirmed Eruption,Near Shinzan and Shichiko-zan,2,?,,1821,,5,,23,,Historical Observations,,,,,,,,39.099,140.049
264050,Sangeang Api,16237,Confirmed Eruption,,2,,,1821,,3,,23,,Historical Observations,,,,,,,,-8.2,119.07
264020,Agung,16208,Uncertain Eruption,,2,,,1821,,3,,16,,,,,,,,,,-8.343,115.508
264010,Batur,16180,Confirmed Eruption,Batur I,2,,,1821,,3,,16,,Historical Observations,,,,,,,,-8.242,115.375
283190,Zaozan [Zaosan],17971,Confirmed Eruption,Okama,2,,,1821,,1,,27,,Historical Observations,,1821,,5,,1,,38.144,140.44
284010,Izu-Oshima,18199,Confirmed Eruption,,3,,?,1821,,0,,0,,Varve Count,,,,,,,,34.724,139.394
266130,Tangkoko-Duasudara,16475,Confirmed Eruption,Batu Angus Baru,0,,,1821,,0,,0,,Historical Observations,,,,,,,,1.518,125.185
265090,Banda Api,16412,Confirmed Eruption,"Summit, south and NNW flanks",2,,,1820,,6,,11,,Historical Observations,,1820,,8,,8,,-4.523,129.881
257040,Ambrym,15240,Confirmed Eruption,West flank,,,?,1820,,0,,0,,Historical Observations,,,,,,,,-16.25,168.12
272050,Cabalían,16750,Confirmed Eruption,,,,,1820,30,0,,0,,Radiocarbon (uncorrected),,,,,,,,10.285,125.218
263310,Tengger Caldera,16018,Confirmed Eruption,Bromo,2,,,1820,,0,,0,,Historical Observations,,,,,,,,-7.942,112.95
332010,Kilauea,10061,Confirmed Eruption,Kilauea Caldera,2,,?,1820,,0,,0,,Historical Observations,,,,,,,,19.421,-155.287
321010,Baker,20450,Confirmed Eruption,,2,,?,1820,,0,,0,,Historical Observations,,,,,,,,48.777,-121.813
311340,Westdahl,20041,Confirmed Eruption,Pogromni or (more likely) Westdahl,2,,,1820,,0,,0,,Historical Observations,,,,,,,,54.516,-164.65
285034,Kuttara,18588,Confirmed Eruption,West flank (Jigoku-dani),1,,,1820,100,0,,0,,Tephrochronology,,,,,,,,42.491,141.16
264040,Tambora,16232,Confirmed Eruption,,2,,,1819,,8,,0,,Historical Observations,,,,,,,,-8.25,118
264230,Lewotolok,16330,Confirmed Eruption,,2,,,1819,,0,,0,,Historical Observations,,,,,,,,-8.274,123.508
266040,Riendengan-Sempu,16440,Uncertain Eruption,,,,,1819,,0,,0,,,,,,,,,,1.13,124.758
266030,Soputan,13726,Confirmed Eruption,,2,,,1819,,0,,0,,Historical Observations,,,,,,,,1.112,124.737
284190,Guguan,18530,Discredited Eruption,,,,,1819,,0,,0,,,,,,,,,,17.307,145.845
284150,Asuncion,18498,Discredited Eruption,,,,,1819,,0,,0,,,,,,,,,,19.671,145.406
315020,Wrangell,20409,Uncertain Eruption,,2,?,,1819,,0,,0,,,,,,,,,,62.006,-144.017
313030,Redoubt,20383,Uncertain Eruption,,,,,1819,,0,,0,,,,,,,,,,60.485,-152.742
263300,Semeru,15963,Confirmed Eruption,,2,,,1818,,11,,8,,Historical Observations,,,,,,,,-8.108,112.922
263130,Guntur,15698,Confirmed Eruption,,2,,,1818,,10,,21,,Historical Observations,,1818,,10,,24,,-7.143,107.84
263320,Lamongan,13676,Confirmed Eruption,,2,,,1818,,10,,8,,Historical Observations,,,,,,,,-7.981,113.341
311310,Makushin,10441,Uncertain Eruption,,,,,1818,,0,,0,,,,,,,,,,53.891,-166.923
263210,Sundoro,15797,Confirmed Eruption,,2,,,1818,,0,,0,,Historical Observations,,,,,,,,-7.3,109.992
261230,Dempo,15549,Confirmed Eruption,,2,,,1817,,12,,31,365,Historical Observations,,,,,,,,-4.016,103.121
311290,Okmok,19836,Confirmed Eruption,Cone E? or B?,3,,,1817,,3,,1,,Historical Observations,,1820,,0,,0,,53.43,-168.13
263340,Raung,16113,Confirmed Eruption,,4,?,,1817,,1,,16,,Historical Observations,,1817,,2,?,10,,-8.119,114.056
263350,Ijen,16169,Confirmed Eruption,Kawah Ijen,2,,,1817,,1,,15,,Historical Observations,,1817,,2,?,18,,-8.058,114.242
263320,Lamongan,13675,Confirmed Eruption,,2,,,1817,,0,,0,,Historical Observations,,,,,,,,-7.981,113.341
311210,Yunaska,19791,Uncertain Eruption,,,,,1817,,0,,0,,,,,,,,,,52.643,-170.629
311270,Vsevidof,19824,Confirmed Eruption,,3,?,,1817,,0,,0,,Historical Observations,,,,,,,,53.13,-168.693
312030,Pavlof,20113,Confirmed Eruption,,2,,,1817,,0,,0,,Historical Observations,,,,,,,,55.417,-161.894
265090,Banda Api,16411,Confirmed Eruption,,2,,,1816,,10,,11,,Historical Observations,,1816,,12,,0,,-4.523,129.881
263130,Guntur,15697,Confirmed Eruption,,2,,,1816,,9,,21,,Historical Observations,,,,,,,,-7.143,107.84
282110,Asosan,17272,Confirmed Eruption,Naka-dake and west flank (Yunotani),2,,,1816,,6,,9,,Historical Observations,,1816,,7,,6,,32.884,131.104
263340,Raung,16112,Confirmed Eruption,,2,,,1815,,12,,31,365,Historical Observations,,,,,,,,-8.119,114.056
263130,Guntur,15696,Confirmed Eruption,,2,,,1815,,8,,15,,Historical Observations,,,,,,,,-7.143,107.84
263310,Tengger Caldera,16017,Confirmed Eruption,Bromo,2,,,1815,,4,,5,,Historical Observations,,1815,,4,>,17,,-7.942,112.95
283110,Asamayama,17751,Confirmed Eruption,,3,,,1815,,2,,28,,Historical Observations,,,,,,,,36.406,138.523
282110,Asosan,17271,Confirmed Eruption,Naka-dake,2,,,1815,,2,,10,,Historical Observations,,1815,,10,,0,,32.884,131.104
268060,Gamalama,16622,Discredited Eruption,,,,,1815,,0,,0,,,,,,,,,,0.8,127.33
268060,Gamalama,16621,Confirmed Eruption,,2,,,1814,,11,,27,,Historical Observations,,1814,,11,,28,,0.8,127.33
273030,Mayon,13605,Confirmed Eruption,,4,,,1814,,2,,1,,Historical Observations,,1814,,2,>,15,,13.257,123.685
282110,Asosan,17270,Confirmed Eruption,Naka-dake,2,,,1814,,0,,0,,Historical Observations,,,,,,,,32.884,131.104
312130,Ugashik-Peulik,20203,Confirmed Eruption,Peulik,3,,,1814,,0,,0,,Historical Observations,,,,,,,,57.751,-156.368
283170,Adatarayama,17910,Uncertain Eruption,Numanotaira,1,?,,1813,,1,,10,,,,,,,,,,37.647,140.281
282030,Suwanosejima,16922,Confirmed Eruption,SW ridge fissure and O-take,4,,,1813,,0,,0,,Historical Observations,,1814,,0,,0,,29.638,129.714
268060,Gamalama,16620,Confirmed Eruption,,2,,,1812,,9,,7,,Historical Observations,,1812,,9,,7,,0.8,127.33
267040,Awu,16556,Confirmed Eruption,,4,?,,1812,,8,,6,,Historical Observations,,1812,,8,,8,,3.689,125.447
311160,Atka,19749,Confirmed Eruption,Sarichef or more probably Kliuchef,3,?,,1812,,0,,0,,Historical Observations,,,,,,,,52.331,-174.139
313010,Augustine,20265,Confirmed Eruption,,3,?,,1812,,0,,0,,Historical Observations,,,,,,,,59.363,-153.43
263250,Merapi,13422,Confirmed Eruption,,1,,,1812,,0,,0,,Historical Observations,,1822,,0,,0,,-7.54,110.446
263340,Raung,16111,Confirmed Eruption,,2,,,1812,,0,,0,,Historical Observations,?,1814,,0,,0,,-8.119,114.056
264040,Tambora,16231,Confirmed Eruption,,7,,,1812,,0,,0,,Historical Observations,,1815,,7,?,15,,-8.25,118
273030,Mayon,13604,Uncertain Eruption,,2,,,1811,,10,,5,,,,1811,,10,,6,,13.257,123.685
263280,Kelut,15941,Confirmed Eruption,,2,,,1811,,6,,5,,Historical Observations,,,,,,,,-7.93,112.308
268060,Gamalama,16619,Confirmed Eruption,,2,,,1811,,2,,1,,Historical Observations,,1811,,5,,0,,0.8,127.33
284040,Miyakejima,18266,Confirmed Eruption,Summit and NE flank?,2,,,1811,,1,,27,,Historical Observations,,1811,,1,,28,,34.094,139.526
253030,Victory,15106,Uncertain Eruption,,2,?,,1810,10,0,,0,,,,,,,,,,-9.2,149.07
263250,Merapi,13421,Confirmed Eruption,,1,,,1810,,0,,0,,Historical Observations,,,,,,,,-7.54,110.446
283190,Zaozan [Zaosan],17970,Confirmed Eruption,Okama,2,,,1809,,6,,12,,Historical Observations,,1809,,12,,29,,38.144,140.44
263130,Guntur,15695,Confirmed Eruption,,2,,,1809,,5,,9,,Historical Observations,,,,,,,,-7.143,107.84
263320,Lamongan,13674,Confirmed Eruption,,2,,,1808,,12,,8,,Historical Observations,,,,,,,,-7.981,113.341
273070,Taal,16843,Confirmed Eruption,,2,,,1808,,2,,0,,Historical Observations,,1808,,4,,0,,14.002,120.993
267010,Ruang,16477,Confirmed Eruption,,2,,,1808,,0,,0,,Historical Observations,,,,,,,,2.3,125.37
264020,Agung,16207,Confirmed Eruption,,2,,,1808,,0,,0,,Historical Observations,,,,,,,,-8.343,115.508
283160,Bandaisan,17899,Confirmed Eruption,Numanotaira,2,,?,1808,,0,,0,,Historical Observations,,,,,,,,37.601,140.072
285070,Akan,18686,Confirmed Eruption,Me-Akan,,,?,1808,,0,,0,,Historical Observations,,,,,,,,43.384,144.013
263130,Guntur,15694,Confirmed Eruption,,2,,,1807,,9,,1,,Historical Observations,,1807,,9,,6,,-7.143,107.84
283270,Iwakisan,18122,Uncertain Eruption,,2,,,1807,,3,,31,,,,,,,,,,40.656,140.303
263250,Merapi,15812,Confirmed Eruption,,1,?,,1807,,0,,0,,Historical Observations,,,,,,,,-7.54,110.446
261140,Marapi,15418,Confirmed Eruption,,2,,,1807,,0,,0,,Historical Observations,,,,,,,,-0.38,100.474
283190,Zaozan [Zaosan],17969,Confirmed Eruption,Okama,2,,,1806,,7,,12,,Historical Observations,,,,,,,,38.144,140.44
282110,Asosan,17269,Confirmed Eruption,Naka-dake,2,,,1806,,6,?,0,,Historical Observations,,1806,,10,?,0,,32.884,131.104
263320,Lamongan,16066,Confirmed Eruption,,2,,,1806,,5,,0,,Historical Observations,,,,,,,,-7.981,113.341
263210,Sundoro,15796,Confirmed Eruption,,2,,?,1806,,0,,0,,Historical Observations,,,,,,,,-7.3,109.992
311300,Bogoslof,19854,Confirmed Eruption,Old Bogoslof (Castle Rock),2,,,1806,,0,,0,,Historical Observations,,1823,,0,,0,,53.93,-168.03
263170,Cereme,15727,Confirmed Eruption,,2,,,1805,,4,,0,,Historical Observations,,,,,,,,-6.895,108.408
311290,Okmok,19835,Confirmed Eruption,,,,,1805,,0,,0,,Historical Observations,,,,,,,,53.43,-168.13
283120,Kusatsu-Shiranesan,17823,Confirmed Eruption,Yu-gama,2,,,1805,,0,,0,,Historical Observations,,,,,,,,36.618,138.528
282110,Asosan,17268,Confirmed Eruption,Naka-dake,2,,,1804,,9,,5,,Historical Observations,,,,,,,,32.884,131.104
263310,Tengger Caldera,16016,Confirmed Eruption,Bromo,2,,,1804,,9,,0,,Historical Observations,,,,,,,,-7.942,112.95
283190,Zaozan [Zaosan],17968,Confirmed Eruption,Okama,2,,,1804,,5,?,0,,Historical Observations,,,,,,,,38.144,140.44
285040,Shikotsu,18613,Confirmed Eruption,Tarumai,3,,,1804,,0,,0,,Historical Observations,,1817,,0,,0,,42.688,141.38
264010,Batur,16179,Confirmed Eruption,Batur I,2,,,1804,,0,,0,,Historical Observations,,,,,,,,-8.242,115.375
263340,Raung,16110,Confirmed Eruption,,2,,,1804,4,0,,0,,Historical Observations,,,,,,,,-8.119,114.056
283110,Asamayama,17750,Confirmed Eruption,,2,,,1803,,11,,7,,Historical Observations,,1803,,11,,21,,36.406,138.523
260010,Barren Island,15380,Confirmed Eruption,,2,,,1803,,11,,0,,Historical Observations,,1804,,1,>,31,,12.278,93.858
284010,Izu-Oshima,18198,Confirmed Eruption,Mihara-yama,2,,,1803,,9,?,26,,Historical Observations,,1803,,11,,14,,34.724,139.394
283110,Asamayama,17749,Confirmed Eruption,,2,,,1803,,7,,4,,Historical Observations,,,,,,,,36.406,138.523
263130,Guntur,15693,Confirmed Eruption,,2,,,1803,,4,,3,,Historical Observations,,1803,,4,,15,,-7.143,107.84
311310,Makushin,19493,Confirmed Eruption,,3,,,1802,,0,,0,,Historical Observations,,,,,,,,53.891,-166.923
266130,Tangkoko-Duasudara,16474,Confirmed Eruption,Summit and east flank (Batu Angus),2,,,1801,,0,,0,,Historical Observations,,,,,,,,1.518,125.185
283220,Chokaisan,18031,Confirmed Eruption,Shinzan (foot of Kojin-yama),2,,,1800,,12,,0,,Historical Observations,,1804,,7,?,0,,39.099,140.049
273030,Mayon,13603,Confirmed Eruption,,2,,,1800,,10,,30,,Historical Observations,,1800,,10,,31,,13.257,123.685
283270,Iwakisan,18121,Uncertain Eruption,,2,,,1800,,5,,11,,,,,,,,,,40.656,140.303
321050,St. Helens,20544,Confirmed Eruption,N flank--Goat Rocks area,5,,,1800,,1,,15,120,Dendrochronology,,,,,,,,46.2,-122.18
332040,Hualalai,10254,Confirmed Eruption,NW rift zone (520 m),0,,,1800,,0,,0,,Historical Observations,,1801,,0,,0,,19.692,-155.87
283180,Azumayama,17926,Confirmed Eruption,Issaikyo (Oana),,,?,1800,,0,,0,,Historical Observations,,,,,,,,37.735,140.244
285082,Rausudake,18719,Confirmed Eruption,,3,,,1800,50,0,,0,,Tephrochronology,,,,,,,,44.076,145.122
284170,Pagan,18505,Confirmed Eruption,North Pagan (west flank maar),,,,1800,50,0,,0,,Radiocarbon (uncorrected),,,,,,,,18.13,145.8
263130,Guntur,15692,Confirmed Eruption,,,,,1800,,0,,0,,Historical Observations,,,,,,,,-7.143,107.84
252080,Witori,15022,Confirmed Eruption,,4,P,?,1800,,0,,0,,Tephrochronology,,,,,,,,-5.576,150.516
282080,Aira,17070,Confirmed Eruption,Minami-dake,2,,,1799,,3,,27,,Historical Observations,,,,,,,,31.593,130.657
263320,Lamongan,16065,Confirmed Eruption,,2,,,1799,,0,,0,,Historical Observations,,,,,,,,-7.981,113.341
282100,Unzendake,17178,Uncertain Eruption,Fugen-dake,,,,1798,,11,,13,,,,1798,,12,,0,,32.761,130.299
282080,Aira,17069,Confirmed Eruption,Minami-dake,2,,,1797,,0,,0,,Historical Observations,,,,,,,,31.593,130.657
263240,Merbabu,15809,Confirmed Eruption,,2,,,1797,,0,,0,,Historical Observations,,,,,,,,-7.454,110.44
263250,Merapi,15811,Confirmed Eruption,,1,,,1797,,0,,0,,Historical Observations,,,,,,,,-7.54,110.446
256010,Tinakula,15189,Confirmed Eruption,,1,?,,1797,,0,,0,,Historical Observations,,,,,,,,-10.386,165.804
282020,Io-Torishima,16913,Confirmed Eruption,Iwo-dake,2,,,1796,,10,,0,,Historical Observations,,1796,,11,,0,,27.881,128.223
311300,Bogoslof,19853,Confirmed Eruption,Old Bogoslof (Castle Rock),3,?,,1796,,5,,0,,Historical Observations,,1804,,0,,0,,53.93,-168.03
283190,Zaozan [Zaosan],17967,Confirmed Eruption,Okama,2,,,1796,,3,,24,,Historical Observations,,,,,,,,38.144,140.44
263350,Ijen,16168,Confirmed Eruption,Kawah Ijen,2,,,1796,,0,,0,,Historical Observations,,,,,,,,-8.058,114.242
311390,Amak,20110,Confirmed Eruption,,,,,1796,,0,,0,,Historical Observations,,,,,,,,55.424,-163.149
311340,Westdahl,20040,Confirmed Eruption,Pogromni or (more likely) Westdahl,0,,,1796,,0,,0,,Historical Observations,,,,,,,,54.516,-164.65
260010,Barren Island,15379,Confirmed Eruption,,2,,,1795,,12,,20,,Historical Observations,,1795,,12,>,21,,12.278,93.858
311340,Westdahl,20039,Confirmed Eruption,Pogromni or (more likely) Westdahl,4,,,1795,,0,,0,,Historical Observations,,,,,,,,54.516,-164.65
311350,Fisher,20050,Confirmed Eruption,,,,<,1795,,0,,0,,Historical Observations,,,,,,,,54.65,-164.43
311370,Isanotski,20102,Uncertain Eruption,,3,^,,1795,,0,,0,,,,,,,,,,54.765,-163.723
283190,Zaozan [Zaosan],17966,Confirmed Eruption,SE side of Okama,2,,,1794,,9,,22,,Historical Observations,,1794,,12,>,0,,38.144,140.44
283270,Iwakisan,18120,Uncertain Eruption,,2,,,1794,,4,,3,,,,,,,,,,40.656,140.303
282080,Aira,17068,Confirmed Eruption,Minami-dake,2,,,1794,,0,,0,,Historical Observations,,,,,,,,31.593,130.657
251070,Ritter Island,14967,Confirmed Eruption,,2,,,1793,,6,,29,,Historical Observations,,,,,,,,-5.519,148.115
283270,Iwakisan,18119,Uncertain Eruption,,2,,,1793,,4,,2,,,,,,,,,,40.656,140.303
313020,Iliamna,20281,Uncertain Eruption,,,,,1793,,0,,0,,,,,,,,,,60.032,-153.09
263340,Raung,16109,Confirmed Eruption,,2,,,1793,6,0,,0,,Historical Observations,,,,,,,,-8.119,114.056
321010,Baker,20449,Uncertain Eruption,,,,,1792,,6,,0,,,,,,,,,,48.777,-121.813
311120,Great Sitkin,19729,Confirmed Eruption,,,,,1792,,5,,26,5,Historical Observations,,,,,,,,52.076,-176.13
311310,Makushin,10434,Uncertain Eruption,,,,,1792,,2,,14,,,,,,,,,,53.891,-166.923
282100,Unzendake,17177,Confirmed Eruption,"Fugen-dake (summit, NNE), Mayu-yama",2,,,1792,,2,,10,,Historical Observations,,1792,,7,,22,,32.761,130.299
282080,Aira,17067,Uncertain Eruption,Minami-dake,2,?,,1792,,0,,0,,,,,,,,,,31.593,130.657
311060,Semisopochnoi,19568,Uncertain Eruption,Cerberus,,,,1792,,0,,0,,,,,,,,,,51.93,179.58
311070,Gareloi,19677,Confirmed Eruption,,2,,,1792,,0,,0,,Historical Observations,,,,,,,,51.79,-178.794
284010,Izu-Oshima,18197,Confirmed Eruption,Mihara-yama,2,,,1792,,0,,0,,Historical Observations,,,,,,,,34.724,139.394
282080,Aira,17066,Confirmed Eruption,Minami-dake,2,,,1791,,9,,11,,Historical Observations,,,,,,,,31.593,130.657
311080,Tanaga,19695,Uncertain Eruption,,,,,1791,,6,,7,,,,,,,,,,51.885,-178.146
